File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\NavigationPageRenderer_DrawerMultiplexedListener.java,76,56,28,3,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\PickerRenderer.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\PickerRendererBase_1.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\Platform_ModalContainer.java,72,55,31,6,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\ShellFragmentContainer.java,66,49,25,4,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\SwitchRenderer.java,65,50,27,5,14,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\TabbedPageRenderer.java,148,106,54,6,41,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md58432a647068b097f9637064b8985a5e0\ViewRenderer_2.java,55,43,24,5,11,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\AutoSuspendHelper_ObservableLifecycle.java,103,74,37,3,28,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ContextExtensions_ServiceConnection_1.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\JavaHolder.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveActivity.java,66,49,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveActivity_1.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveFragment.java,57,43,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveFragment_1.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactiveListAdapter_1.java,84,61,31,8,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactivePreferenceActivity.java,66,49,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactivePreferenceActivity_1.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactivePreferenceFragment.java,57,43,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\ReactivePreferenceFragment_1.java,39,31,16,3,7,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\SharedPreferencesExtensions_OnSharedPreferenceChangeListener.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\UsbManagerExtensions_UsbAccessoryPermissionReceiver.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md599af1e58564000efce60f1127ec13d70\UsbManagerExtensions_UsbDevicePermissionReceiver.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5dcb6eccdc824e0677ffae8ccdde42930\CustomTabsServiceConnectionImpl.java,57,43,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5dcb6eccdc824e0677ffae8ccdde42930\KeepAliveService.java,48,37,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5f31efab71971fc6ca3025f90e0a0f3b1\MainActivity.java,48,37,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5f92e0daf340890c9667469657ee2ece8\ButtonRenderer.java,122,89,45,7,32,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5f92e0daf340890c9667469657ee2ece8\FrameRenderer.java,73,55,30,6,17,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5f92e0daf340890c9667469657ee2ece8\ImageRenderer.java,81,61,34,7,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\md5f92e0daf340890c9667469657ee2ece8\LabelRenderer.java,81,61,34,7,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\MonoPackageManager.java,152,133,56,9,17,0,2,14,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\MonoRuntimeProvider.java,84,70,37,5,11,0,3,6,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\Seppuku.java,20,16,12,0,4,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\app\ApplicationRegistration.java,11,6,3,0,4,0,1,8,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\app\NotifyTimeZoneChanges.java,9,7,4,0,2,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\AppBarLayout_OnOffsetChangedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\BottomNavigationView_OnNavigationItemReselectedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\BottomNavigationView_OnNavigationItemSelectedListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\NavigationView_OnNavigationItemSelectedListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\SwipeDismissBehavior_OnDismissListenerImplementor.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\design\widget\TabLayout_OnTabSelectedListenerImplementor.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\transition\Transition_TransitionListenerImplementor.java,85,62,31,3,22,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\app\FragmentManager_OnBackStackChangedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\app\SharedElementCallback_OnSharedElementsReadyListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\content\Loader_OnLoadCanceledListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\content\Loader_OnLoadCompleteListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\media\session\MediaSessionCompat_OnActiveChangeListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\os\CancellationSignal_OnCancelListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ActionProvider_SubUiVisibilityListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ActionProvider_VisibilityListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\AsyncLayoutInflater_OnInflateFinishedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\MenuItemCompat_OnActionExpandListenerImplementor.java,58,44,22,5,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\OnApplyWindowInsetsListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ViewPager_OnAdapterChangeListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ViewPager_OnPageChangeListenerImplementor.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ViewPropertyAnimatorListenerImplementor.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\ViewPropertyAnimatorUpdateListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\accessibility\AccessibilityManagerCompat_AccessibilityStateChangeListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\view\accessibility\AccessibilityManagerCompat_TouchExplorationStateChangeListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\widget\DrawerLayout_DrawerListenerImplementor.java,76,56,28,3,19,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\widget\NestedScrollView_OnScrollChangeListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\widget\SlidingPaneLayout_PanelSlideListenerImplementor.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v4\widget\SwipeRefreshLayout_OnRefreshListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\app\ActionBar_OnMenuVisibilityListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\app\ActionBar_OnNavigationListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\app\ActionBar_TabListenerImplementor.java,67,50,25,3,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\graphics\Palette_PaletteAsyncListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\media\RemotePlaybackClient_OnMessageReceivedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\ActionMenuView_OnMenuItemClickListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\ContentFrameLayout_OnAttachListenerImplementor.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\FitWindowsViewGroup_OnFitSystemWindowsListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\MenuItemHoverListenerImplementor.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\PopupMenu_OnDismissListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\PopupMenu_OnMenuItemClickListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\RecyclerView_ItemAnimator_ItemAnimatorFinishedListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\RecyclerView_OnChildAttachStateChangeListenerImplementor.java,58,44,22,3,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\RecyclerView_OnItemTouchListenerImplementor.java,67,50,25,4,16,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\RecyclerView_RecyclerListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\SearchView_OnCloseListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\SearchView_OnQueryTextListenerImplementor.java,58,44,22,5,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\SearchView_OnSuggestionListenerImplementor.java,58,44,22,5,13,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\ShareActionProvider_OnShareTargetSelectedListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\Toolbar_OnMenuItemClickListenerImplementor.java,49,38,19,4,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\android\src\mono\android\support\v7\widget\ViewStubCompat_OnInflateListenerImplementor.java,49,38,19,3,10,0,1,3,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Debug\81\designtime\Resource.designer.cs,9397,4873,4328,0,2312,0,2212,8842,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\MonoAndroid,Version=v8.1.AssemblyAttributes.cs,5,3,2,0,1,0,1,2,1,2
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\com\companyname\smartbutler\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\compat\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\design\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\mediacompat\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\transition\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\v4\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\v7\appcompat\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\v7\cardview\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\v7\mediarouter\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\obj\Release\81\android\src\android\support\v7\recyclerview\R.java,11723,2537,2373,0,4,0,9182,44090,6,32
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\Properties\AssemblyInfo.cs,35,17,4,0,4,0,14,78,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\Resources\Resource.designer.cs,9553,4956,4411,0,2349,0,2248,8986,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\Services\BluetoothService.cs,176,130,84,26,43,0,3,11,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Android\Services\RetryHelper.cs,65,55,27,7,10,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.iOS\AppDelegate.cs,32,18,11,1,4,0,10,77,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.iOS\Main.cs,21,15,9,0,3,0,3,26,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.iOS\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Tests\UnitTest1.cs,29,25,14,1,4,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Tests\obj\Debug\netcoreapp2.1\SmartButler.Tests.AssemblyInfo.cs,24,9,2,0,5,0,10,36,9,30
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Tests\obj\Debug\netcoreapp2.1\SmartButler.Tests.Program.cs,5,5,2,0,0,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Tests\obj\Release\netcoreapp2.1\SmartButler.Tests.AssemblyInfo.cs,24,9,2,0,5,0,10,36,9,30
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.Tests\Services\PageRepositoryTests.cs,91,62,42,0,18,0,11,13,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\App.xaml.cs,102,55,37,3,13,0,34,251,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\MainPage.xaml.cs,28,25,19,0,3,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\App.xaml,9,7,0,0,2,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\MainPage.xaml,15,13,0,0,2,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\App.xaml.cs,102,55,37,3,13,0,34,251,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\MainPage.xaml.cs,28,25,19,0,3,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\App.g.cs,18,7,2,0,3,0,8,28,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\App.g.i.cs,60,40,15,2,6,0,14,41,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\MainPage.g.cs,41,23,7,1,4,0,14,43,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\MainPage.g.i.cs,42,20,9,1,11,0,11,34,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\XamlTypeInfo.g.cs,684,570,358,85,83,8,31,116,0,1
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\App.xaml,10,7,0,0,3,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\obj\x86\Debug\MainPage.xaml,17,13,0,0,4,0,0,0,0,0
D:\_Schule\Cocktailmaschine\Programme\SmartButler\SmartButler\SmartButler.UWP\Properties\AssemblyInfo.cs,29,14,3,0,2,0,13,67,0,0
